tis_number,tis_name_th,num_manufacturing_licenses,num_manufacturing_entrepreneurs,num_import_licenses,num_import_entrepreneurs,num_display_licenses,num_display_entrepreneurs,total_licenses,snapshot_date
778-2531,โครงบานเกล็ดหน้าต่างปรับได้,0,0,0,0,6,6,6,2025-11-01
78-2549,ผงซักฟอก,34,30,22,16,0,0,56,2025-11-01
787-2551,เครื่องยนต์ดีเซลขนาดเล็กระบายความร้อนด้วยน้ำ,5,3,20,16,0,0,25,2025-11-01
788-2531,ไส้หม้อกรองอากาศที่ใช้กับเครื่องยนต์สันดาปภายใน,0,0,0,0,1,1,1,2025-11-01
79-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนคู่,0,0,0,0,14,5,14,2025-11-01
791-2565,เครื่องสุขภัณฑ์เซรามิก : อ่างล้างหน้า-ล้างมือ,0,0,0,0,9,8,9,2025-11-01
792-2554,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งราบ,19,13,337,97,0,0,356,2025-11-01
794-2567,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งยอง,0,0,0,0,1,1,1,2025-11-01
795-2564,เครื่องสุขภัณฑ์เซรามิก : โถปัสสาวะชาย,0,0,0,0,9,8,9,2025-11-01
796-2544,เครื่องสุขภัณฑ์วิเทรียสไชนา : โถชำระล้าง,0,0,0,0,2,2,2,2025-11-01
797-2565,เครื่องสุขภัณฑ์เซรามิก : อุปกรณ์ห้องน้ำ,0,0,0,0,7,7,7,2025-11-01
8-2564,ซอสปรุงรส,0,0,0,0,1,1,1,2025-11-01
80-2566,ปูนซีเมนต์ผสม,0,0,0,0,15,9,15,2025-11-01
800-2545,ยางขอบประตูรถยนต์,0,0,0,0,1,1,1,2025-11-01
801-2562,นั่งร้านท่อเหล็กกล้าแบบโครง,0,0,0,0,2,2,2,2025-11-01
803-2531,เชือกลวดเหล็กกล้าสำหรับลิฟต์,0,0,0,0,7,3,7,2025-11-01
805-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันต่ำ,0,0,0,0,2,2,2,2025-11-01
81-2548,ท่อซีเมนต์ใยหินชนิดทนความดัน,0,0,0,0,3,2,3,2025-11-01
812-2558,มอเตอร์คอมเพรสเซอร์ เฉพาะด้านความปลอดภัย,15,9,583,116,0,0,598,2025-11-01
816-2565,พอลิเอทิลีนเรซิน,0,0,0,0,7,3,7,2025-11-01
821-2554,ปากกาสีน้ำ,0,0,0,0,1,1,1,2025-11-01
824-2551,สวิตช์ไฟฟ้าใช้ในที่อยู่อาศัยและสิ่งติดตั้งทางไฟฟ้ายึดกับที่ที่คล้ายกัน : ข้อกำหนดทั่วไป,35,17,176,69,0,0,211,2025-11-01
826-2531,กระเบื้องซีเมนต์ปูพื้น,0,0,0,0,52,27,52,2025-11-01
827-2565,คอนกรีตบล็อกประสานปูพื้น,0,0,0,0,13,12,13,2025-11-01
828-2546,ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ,0,0,0,0,548,381,548,2025-11-01
829-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: ประตูอะลูมิเนียม,0,0,0,0,3,3,3,2025-11-01
83-2561,น้ำส้มสายชู,0,0,0,0,3,3,3,2025-11-01
834-2556,สีโป๊ยานยนต์ : พอลิเอสเทอร์,0,0,0,0,10,10,10,2025-11-01
836-2534,โพลิสไตรีนเรซิน,0,0,0,0,3,1,3,2025-11-01
838-2531,สายไฟฟ้าสำหรับวงจรควบคุม,0,0,0,0,13,9,13,2025-11-01
84-2552,ชอล์กสำหรับกระดานดำ,0,0,0,0,1,1,1,2025-11-01
849-2566,ปูนซีเมนต์ปอร์ตแลนด์ปอซโซลาน,0,0,0,0,2,2,2,2025-11-01
85-2548,ตัวนำลวดกลมตีเกลียวร่วมศูนย์กลางสำหรับสายไฟฟ้าเหนือดิน,11,7,2,2,0,0,13,2025-11-01
851-2561,แอสฟัลต์ซีเมนต์สำหรับงานทาง,0,0,0,0,23,17,23,2025-11-01
854-2566,อ่างเหล็กกล้าไร้สนิมสำหรับล้างชาม,0,0,0,0,2,2,2,2025-11-01
862-2532,บานพับสำหรับหน้าต่าง : บานพับปรับมุมชนิดฝืด,0,0,0,0,1,1,1,2025-11-01
865-2544,คัตแบกแอสฟัลต์,0,0,0,0,15,9,15,2025-11-01
872-2532,หม้อกรองน้ำมันเครื่องชนิดถอดเปลี่ยนทั้งชุดสำหรับรถยนต์,0,0,0,0,4,3,4,2025-11-01
875-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันสูง,0,0,0,0,2,2,2,2025-11-01
878-2566,แผ่นชิ้นไม้อัดซีเมนต์ : ความหนาแน่นสูง,0,0,0,0,2,2,2,2025-11-01
879-2553,ไฟแช็กก๊าซ,5,4,34,20,0,0,39,2025-11-01
880-2560,กระจกโฟลตใส,8,4,101,39,0,0,109,2025-11-01
882-2532,เครื่องดับเพลิงยกหิ้ว : โฟม,5,4,5,4,0,0,10,2025-11-01
885-2551,บัลลาสต์อิเล็กทรอนิกส์ใช้กับไฟฟ้ากระแสสลับสำหรับหลอดฟลูออเรสเซนซ์ เฉพาะด้านความปลอดภัย,0,0,0,0,10,5,10,2025-11-01
897-2564,ไฮโดรเจนเพอร์ออกไซด์สำหรับอุตสาหกรรม,0,0,0,0,1,1,1,2025-11-01
9-2550,ลูกแบดมินตัน,0,0,0,0,2,2,2,2025-11-01
900-2565,ถ่านกัมมันต์สำหรับอุตสาหกรรมทั่วไป,0,0,0,0,2,2,2,2025-11-01
902 เล่ม 2(1)-2563,ดวงโคมไฟฟ้าติดประจำที่สำหรับจุดประสงค์ทั่วไป,0,0,0,0,15,15,15,2025-11-01
902 เล่ม 2(22)-2560,ดวงโคมไฟฟ้าฉุกเฉิน,0,0,0,0,6,4,6,2025-11-01
902 เล่ม 2(3)-2557,ดวงโคมไฟฟ้าสำหรับให้แสงสว่างบนถนน,0,0,0,0,38,35,38,2025-11-01
902 เล่ม 2(5)-2563,ดวงโคมไฟฟ้าสาดแสง,0,0,0,0,11,11,11,2025-11-01
909-2548,เครื่องตัดวงจรกระแสเหลือแบบมีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน,33,11,105,50,0,0,138,2025-11-01
910-2532,ท่อโพลิบิวทิลีนสำหรับใช้เป็นท่อน้ำดื่ม,0,0,0,0,11,6,11,2025-11-01
913-2550,แคปซูลเจลาตินชนิดแข็ง,0,0,0,0,1,1,1,2025-11-01
915 เล่ม 1-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 1 แบบกดล็อก,0,0,0,0,2,2,2,2025-11-01
915 เล่ม 2-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 2 แบบมือหมุน,0,0,0,0,5,3,5,2025-11-01
918-2535,อุปกรณ์และข้อต่อเหล็กหล่อเทาสำหรับท่อส่งน้ำชนิดทนความดัน,0,0,0,0,395,24,395,2025-11-01
92-2536,พัดลมไฟฟ้ากระแสสลับชนิดตั้งโต๊ะและติดผนัง,0,0,0,0,12,4,12,2025-11-01
921-2551,โต๊ะเทเบิลเทนนิส,0,0,0,0,4,4,4,2025-11-01
927-2533,แบไรต์สำหรับเจาะบ่อปิโตรเลียม,0,0,0,0,1,1,1,2025-11-01
93-2563,แหนบแผ่น - คุณลักษณะทางเทคนิค,0,0,0,0,1,1,1,2025-11-01
934-2558,พัดลมไฟฟ้ากระแสสลับ - คุณลักษณะที่ต้องการด้านความปลอดภัย,144,103,433,236,0,0,577,2025-11-01
940-2562,ลูกฟุตบอล,0,0,0,0,4,4,4,2025-11-01
941-2563,ลูกบาสเกตบอล,0,0,0,0,4,4,4,2025-11-01
942-2563,ลูกวอลเลย์บอล,0,0,0,0,4,4,4,2025-11-01
943-2564,ลวดเหล็กกล้าข้ออ้อยดึงเย็นเสริมคอนกรีต,0,0,0,0,24,24,24,2025-11-01
948-2556,แป้งถั่วเขียว,0,0,0,0,1,1,1,2025-11-01
95-2540,ลวดเหล็กกล้าสำหรับคอนกรีตอัดแรง,30,14,6,4,0,0,36,2025-11-01
950-2547,แอลกอฮอล์แข็งสำหรับใช้เป็นเชื้อเพลิง,11,11,0,0,0,0,11,2025-11-01
951-2533,แผ่นยางรองสะพาน,0,0,0,0,5,3,5,2025-11-01
952-2533,หมึกอัดสำเนา,0,0,0,0,2,2,2,2025-11-01
955 เล่ม 6-2554,สายไฟฟ้าหุ้มฉนวนยาง แรงดันไฟฟ้าที่กำหนดไม่เกิน 450/750 โวลต์ เล่ม 6 สายอิเล็กโทรดของเครื่องเชื่อมอาร์ก,0,0,0,0,1,1,1,2025-11-01
956-2557,หลอดฟลูออเรสเซนซ์ขั้วคู่ -คุณลักษณะที่ต้องการด้านความปลอดภัย,4,4,19,13,0,0,23,2025-11-01
96 เล่ม 2-2560,แบตเตอรี่ปฐมภูมิ เล่ม 2 ข้อกำหนดคุณลักษณะทางรูปร่างและทางไฟฟ้า,0,0,0,0,1,1,1,2025-11-01
965-2560,กระจกเทมเปอร์,52,47,128,70,0,0,180,2025-11-01
967-2533,กระเทียมผง,0,0,0,0,1,1,1,2025-11-01
969-2562,หัวนมยางสำหรับขวดนม,19,17,22,20,0,0,41,2025-11-01
97-2557,ผ้าเบรกสำหรับยานยนต์,0,0,0,0,7,4,7,2025-11-01
971-2533,เสารั้วคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,0,0,0,0,10,6,10,2025-11-01
975-2538,กระบอกไฮดรอลิกสำหรับอุตสาหกรรมทั่วไป,0,0,0,0,16,8,16,2025-11-01
980-2552,น้ำยางข้นธรรมชาติ,0,0,0,0,1,1,1,2025-11-01
982-2556,ท่อพอลิเอทิลีนสำหรับน้ำดื่ม,0,0,0,0,62,28,62,2025-11-01
989-2562,ถังเหล็กกล้าไร้สนิมสำหรับเก็บน้ำ,0,0,0,0,6,6,6,2025-11-01
998-2553,ภาชนะพลาสติกสำหรับบรรจุน้ำบริโภค,0,0,0,0,6,5,6,2025-11-01
999-2533,ท่อพีวีซีแข็งสำหรับใช้ในงานอุตสาหกรรม,0,0,0,0,6,3,6,2025-11-01
