tis_number,tis_name_th,num_manufacturing_licenses,num_manufacturing_entrepreneurs,num_import_licenses,num_import_entrepreneurs,num_display_licenses,num_display_entrepreneurs,total_licenses,snapshot_date,num_total_entrepreneurs,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio
732-2531,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมเหล็กหล่อด้วยอาร์ก,0,0,0,0,5,3,5,2025-11-01,3,0.0,0.0,0.0,0.99999980000004
733-2530,สารเคมีผสมเพิ่มสำหรับคอนกรีต,0,0,0,0,7,5,7,2025-11-01,5,0.0,0.0,0.0,0.9999998571428775
737-2549,ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีต,0,0,0,0,91,53,91,2025-11-01,53,0.0,0.0,0.0,0.9999999890109892
738-2547,นมสด,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
739-2563,สีสังเคราะห์ : สีไดเร็กต์,11,11,36,14,0,0,47,2025-11-01,25,3.272726975206639,0.7659574305115441,0.23404254821186068,0.0
740-2563,สีสังเคราะห์ : สีรีแอกทีฟ,8,8,109,29,0,0,117,2025-11-01,37,13.624998296875214,0.931623923661334,0.06837606779165754,0.0
744-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: หน้าต่างอะลูมิเนียม,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
747-2564,ลวดเหล็กกล้าดึงเย็นเสริมคอนกรีต,0,0,0,0,36,36,36,2025-11-01,36,0.0,0.0,0.0,0.999999972222223
75-2560,ปุ๋ยเคมี,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
756-2535,กุญแจลูกบิด,0,0,0,0,17,10,17,2025-11-01,10,0.0,0.0,0.0,0.999999941176474
757-2531,กุญแจคล้องสายยู,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
758-2551,กระดาษหนังสือพิมพ์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
759-2531,บานพับสำหรับประตูและหน้าต่าง : บานพับสองปีก,0,0,0,0,18,11,18,2025-11-01,11,0.0,0.0,0.0,0.9999999444444475
76-2517,ลวดหนามเคลือบสังกะสี,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
760-2563,สีสังเคราะห์ : สีแวต,2,2,38,18,0,0,40,2025-11-01,20,18.99999050000475,0.9499999762500007,0.04999999875000003,0.0
764-2561,ชุดปีกผีเสื้อใช้ครั้งเดียว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
769-2533,ผ้ามุ้ง,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
77-2565,อิฐก่อสร้างสามัญ,0,0,0,0,16,16,16,2025-11-01,16,0.0,0.0,0.0,0.9999999375000038
770-2567,ท่อเหล็กกล้าเคลือบสังกะสีสำหรับใช้ร้อยสายไฟฟ้า,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
773-2531,ดอกไม้ประดิษฐ์,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
776-2552,หลอดพลาสติกสำหรับอาหาร,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
777-2552,กระบอกฉีดยาผ่านใต้ผิวหนังปราศจากเชื้อชนิดใช้ครั้งเดียว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
778-2531,โครงบานเกล็ดหน้าต่างปรับได้,0,0,0,0,6,6,6,2025-11-01,6,0.0,0.0,0.0,0.9999998333333611
78-2549,ผงซักฟอก,34,30,22,16,0,0,56,2025-11-01,46,0.6470588044982705,0.3928571358418369,0.6071428463010207,0.0
787-2551,เครื่องยนต์ดีเซลขนาดเล็กระบายความร้อนด้วยน้ำ,5,3,20,16,0,0,25,2025-11-01,19,3.99999920000016,0.7999999680000013,0.19999999200000032,0.0
788-2531,ไส้หม้อกรองอากาศที่ใช้กับเครื่องยนต์สันดาปภายใน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
79-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนคู่,0,0,0,0,14,5,14,2025-11-01,5,0.0,0.0,0.0,0.9999999285714337
791-2565,เครื่องสุขภัณฑ์เซรามิก : อ่างล้างหน้า-ล้างมือ,0,0,0,0,9,8,9,2025-11-01,8,0.0,0.0,0.0,0.9999998888889013
792-2554,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งราบ,19,13,337,97,0,0,356,2025-11-01,110,17.7368411717452,0.9466292108240753,0.05337078636693599,0.0
794-2567,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งยอง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
795-2564,เครื่องสุขภัณฑ์เซรามิก : โถปัสสาวะชาย,0,0,0,0,9,8,9,2025-11-01,8,0.0,0.0,0.0,0.9999998888889013
796-2544,เครื่องสุขภัณฑ์วิเทรียสไชนา : โถชำระล้าง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
797-2565,เครื่องสุขภัณฑ์เซรามิก : อุปกรณ์ห้องน้ำ,0,0,0,0,7,7,7,2025-11-01,7,0.0,0.0,0.0,0.9999998571428775
8-2564,ซอสปรุงรส,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
80-2566,ปูนซีเมนต์ผสม,0,0,0,0,15,9,15,2025-11-01,9,0.0,0.0,0.0,0.9999999333333378
800-2545,ยางขอบประตูรถยนต์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
801-2562,นั่งร้านท่อเหล็กกล้าแบบโครง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
803-2531,เชือกลวดเหล็กกล้าสำหรับลิฟต์,0,0,0,0,7,3,7,2025-11-01,3,0.0,0.0,0.0,0.9999998571428775
805-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันต่ำ,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
81-2548,ท่อซีเมนต์ใยหินชนิดทนความดัน,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
812-2558,มอเตอร์คอมเพรสเซอร์ เฉพาะด้านความปลอดภัย,15,9,583,116,0,0,598,2025-11-01,125,38.86666407555573,0.9749163863295712,0.02508361199818794,0.0
816-2565,พอลิเอทิลีนเรซิน,0,0,0,0,7,3,7,2025-11-01,3,0.0,0.0,0.0,0.9999998571428775
821-2554,ปากกาสีน้ำ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
824-2551,สวิตช์ไฟฟ้าใช้ในที่อยู่อาศัยและสิ่งติดตั้งทางไฟฟ้ายึดกับที่ที่คล้ายกัน : ข้อกำหนดทั่วไป,35,17,176,69,0,0,211,2025-11-01,86,5.028571284897963,0.8341232187956246,0.16587677646503898,0.0
826-2531,กระเบื้องซีเมนต์ปูพื้น,0,0,0,0,52,27,52,2025-11-01,27,0.0,0.0,0.0,0.9999999807692311
827-2565,คอนกรีตบล็อกประสานปูพื้น,0,0,0,0,13,12,13,2025-11-01,12,0.0,0.0,0.0,0.9999999230769291
828-2546,ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ,0,0,0,0,548,381,548,2025-11-01,381,0.0,0.0,0.0,0.9999999981751825
829-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: ประตูอะลูมิเนียม,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
83-2561,น้ำส้มสายชู,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
834-2556,สีโป๊ยานยนต์ : พอลิเอสเทอร์,0,0,0,0,10,10,10,2025-11-01,10,0.0,0.0,0.0,0.99999990000001
836-2534,โพลิสไตรีนเรซิน,0,0,0,0,3,1,3,2025-11-01,1,0.0,0.0,0.0,0.9999996666667778
838-2531,สายไฟฟ้าสำหรับวงจรควบคุม,0,0,0,0,13,9,13,2025-11-01,9,0.0,0.0,0.0,0.9999999230769291
84-2552,ชอล์กสำหรับกระดานดำ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
849-2566,ปูนซีเมนต์ปอร์ตแลนด์ปอซโซลาน,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
85-2548,ตัวนำลวดกลมตีเกลียวร่วมศูนย์กลางสำหรับสายไฟฟ้าเหนือดิน,11,7,2,2,0,0,13,2025-11-01,9,0.1818181652892577,0.15384614201183525,0.8461537810650938,0.0
851-2561,แอสฟัลต์ซีเมนต์สำหรับงานทาง,0,0,0,0,23,17,23,2025-11-01,17,0.0,0.0,0.0,0.999999956521741
854-2566,อ่างเหล็กกล้าไร้สนิมสำหรับล้างชาม,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
862-2532,บานพับสำหรับหน้าต่าง : บานพับปรับมุมชนิดฝืด,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
865-2544,คัตแบกแอสฟัลต์,0,0,0,0,15,9,15,2025-11-01,9,0.0,0.0,0.0,0.9999999333333378
872-2532,หม้อกรองน้ำมันเครื่องชนิดถอดเปลี่ยนทั้งชุดสำหรับรถยนต์,0,0,0,0,4,3,4,2025-11-01,3,0.0,0.0,0.0,0.9999997500000625
875-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันสูง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
878-2566,แผ่นชิ้นไม้อัดซีเมนต์ : ความหนาแน่นสูง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
879-2553,ไฟแช็กก๊าซ,5,4,34,20,0,0,39,2025-11-01,24,6.799998640000272,0.8717948494411578,0.12820512491781733,0.0
880-2560,กระจกโฟลตใส,8,4,101,39,0,0,109,2025-11-01,43,12.624998421875198,0.9266054960861881,0.07339449473950005,0.0
882-2532,เครื่องดับเพลิงยกหิ้ว : โฟม,5,4,5,4,0,0,10,2025-11-01,8,0.99999980000004,0.499999950000005,0.499999950000005,0.0
885-2551,บัลลาสต์อิเล็กทรอนิกส์ใช้กับไฟฟ้ากระแสสลับสำหรับหลอดฟลูออเรสเซนซ์ เฉพาะด้านความปลอดภัย,0,0,0,0,10,5,10,2025-11-01,5,0.0,0.0,0.0,0.99999990000001
897-2564,ไฮโดรเจนเพอร์ออกไซด์สำหรับอุตสาหกรรม,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
9-2550,ลูกแบดมินตัน,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
900-2565,ถ่านกัมมันต์สำหรับอุตสาหกรรมทั่วไป,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
902 เล่ม 2(1)-2563,ดวงโคมไฟฟ้าติดประจำที่สำหรับจุดประสงค์ทั่วไป,0,0,0,0,15,15,15,2025-11-01,15,0.0,0.0,0.0,0.9999999333333378
902 เล่ม 2(22)-2560,ดวงโคมไฟฟ้าฉุกเฉิน,0,0,0,0,6,4,6,2025-11-01,4,0.0,0.0,0.0,0.9999998333333611
902 เล่ม 2(3)-2557,ดวงโคมไฟฟ้าสำหรับให้แสงสว่างบนถนน,0,0,0,0,38,35,38,2025-11-01,35,0.0,0.0,0.0,0.9999999736842113
902 เล่ม 2(5)-2563,ดวงโคมไฟฟ้าสาดแสง,0,0,0,0,11,11,11,2025-11-01,11,0.0,0.0,0.0,0.9999999090909174
909-2548,เครื่องตัดวงจรกระแสเหลือแบบมีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน,33,11,105,50,0,0,138,2025-11-01,61,3.181818085399452,0.7608695597038437,0.23913043304977946,0.0
910-2532,ท่อโพลิบิวทิลีนสำหรับใช้เป็นท่อน้ำดื่ม,0,0,0,0,11,6,11,2025-11-01,6,0.0,0.0,0.0,0.9999999090909174
913-2550,แคปซูลเจลาตินชนิดแข็ง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
915 เล่ม 1-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 1 แบบกดล็อก,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
915 เล่ม 2-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 2 แบบมือหมุน,0,0,0,0,5,3,5,2025-11-01,3,0.0,0.0,0.0,0.99999980000004
918-2535,อุปกรณ์และข้อต่อเหล็กหล่อเทาสำหรับท่อส่งน้ำชนิดทนความดัน,0,0,0,0,395,24,395,2025-11-01,24,0.0,0.0,0.0,0.9999999974683544
92-2536,พัดลมไฟฟ้ากระแสสลับชนิดตั้งโต๊ะและติดผนัง,0,0,0,0,12,4,12,2025-11-01,4,0.0,0.0,0.0,0.9999999166666736
921-2551,โต๊ะเทเบิลเทนนิส,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
927-2533,แบไรต์สำหรับเจาะบ่อปิโตรเลียม,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
93-2563,แหนบแผ่น - คุณลักษณะทางเทคนิค,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
934-2558,พัดลมไฟฟ้ากระแสสลับ - คุณลักษณะที่ต้องการด้านความปลอดภัย,144,103,433,236,0,0,577,2025-11-01,339,3.006944423562886,0.7504332742626806,0.24956672400421712,0.0
940-2562,ลูกฟุตบอล,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
941-2563,ลูกบาสเกตบอล,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
942-2563,ลูกวอลเลย์บอล,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
943-2564,ลวดเหล็กกล้าข้ออ้อยดึงเย็นเสริมคอนกรีต,0,0,0,0,24,24,24,2025-11-01,24,0.0,0.0,0.0,0.999999958333335
948-2556,แป้งถั่วเขียว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
95-2540,ลวดเหล็กกล้าสำหรับคอนกรีตอัดแรง,30,14,6,4,0,0,36,2025-11-01,18,0.19999999333333354,0.16666666203703717,0.8333333101851859,0.0
950-2547,แอลกอฮอล์แข็งสำหรับใช้เป็นเชื้อเพลิง,11,11,0,0,0,0,11,2025-11-01,11,0.0,0.0,0.9999999090909174,0.0
951-2533,แผ่นยางรองสะพาน,0,0,0,0,5,3,5,2025-11-01,3,0.0,0.0,0.0,0.99999980000004
952-2533,หมึกอัดสำเนา,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
955 เล่ม 6-2554,สายไฟฟ้าหุ้มฉนวนยาง แรงดันไฟฟ้าที่กำหนดไม่เกิน 450/750 โวลต์ เล่ม 6 สายอิเล็กโทรดของเครื่องเชื่อมอาร์ก,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
956-2557,หลอดฟลูออเรสเซนซ์ขั้วคู่ -คุณลักษณะที่ต้องการด้านความปลอดภัย,4,4,19,13,0,0,23,2025-11-01,17,4.749998812500297,0.8260869206049165,0.17391303591682453,0.0
96 เล่ม 2-2560,แบตเตอรี่ปฐมภูมิ เล่ม 2 ข้อกำหนดคุณลักษณะทางรูปร่างและทางไฟฟ้า,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
965-2560,กระจกเทมเปอร์,52,47,128,70,0,0,180,2025-11-01,117,2.4615384142011845,0.7111111071604939,0.2888888872839506,0.0
967-2533,กระเทียมผง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
969-2562,หัวนมยางสำหรับขวดนม,19,17,22,20,0,0,41,2025-11-01,37,1.1578946759002802,0.5365853527662109,0.4634146228435458,0.0
97-2557,ผ้าเบรกสำหรับยานยนต์,0,0,0,0,7,4,7,2025-11-01,4,0.0,0.0,0.0,0.9999998571428775
971-2533,เสารั้วคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,0,0,0,0,10,6,10,2025-11-01,6,0.0,0.0,0.0,0.99999990000001
975-2538,กระบอกไฮดรอลิกสำหรับอุตสาหกรรมทั่วไป,0,0,0,0,16,8,16,2025-11-01,8,0.0,0.0,0.0,0.9999999375000038
980-2552,น้ำยางข้นธรรมชาติ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
982-2556,ท่อพอลิเอทิลีนสำหรับน้ำดื่ม,0,0,0,0,62,28,62,2025-11-01,28,0.0,0.0,0.0,0.999999983870968
989-2562,ถังเหล็กกล้าไร้สนิมสำหรับเก็บน้ำ,0,0,0,0,6,6,6,2025-11-01,6,0.0,0.0,0.0,0.9999998333333611
998-2553,ภาชนะพลาสติกสำหรับบรรจุน้ำบริโภค,0,0,0,0,6,5,6,2025-11-01,5,0.0,0.0,0.0,0.9999998333333611
999-2533,ท่อพีวีซีแข็งสำหรับใช้ในงานอุตสาหกรรม,0,0,0,0,6,3,6,2025-11-01,3,0.0,0.0,0.0,0.9999998333333611
